name,latitude,longitude,prov,date,key
"Lycorma delicatula (White, 1845)",39.955239,116.394605,gbif,2014-07-21,2633951807
"Lycorma delicatula (White, 1845)",37.491757,127.98493,gbif,2014-08-09,1944389119
"Lycorma delicatula (White, 1845)",34.204237,108.980748,gbif,2014-08-09,2597854969
"Lycorma delicatula (White, 1845)",29.350942,110.408888,gbif,2014-09-28,1802670805
"Lycorma delicatula (White, 1845)",37.459917,128.143182,gbif,2014-10-24,1944389118
"Lycorma delicatula (White, 1845)",40.260142,116.22653,gbif,2013-10-05,2460163582
"Lycorma delicatula (White, 1845)",31.024584,121.423325,gbif,2012-08-10,2864591878
"Lycorma delicatula (White, 1845)",29.019444,107.174444,gbif,2011-07-31,2563572826
"Lycorma delicatula (White, 1845)",39.19,120.23,gbif,2011-08-15,2308410787
"Lycorma delicatula (White, 1845)",36.22,127.22,gbif,2010-06-17,2307489383
"Lycorma delicatula (White, 1845)",37.33,126.56,gbif,2010-06-28,2307540086
"Lycorma delicatula (White, 1845)",37.47,126.16,gbif,2010-07-03,2309095833
"Lycorma delicatula (White, 1845)",36.32,128.47,gbif,2010-07-31,2310166870
"Lycorma delicatula (White, 1845)",37.45,127.9,gbif,2010-07-24,2310520777
"Lycorma delicatula (White, 1845)",39.07,117.12,gbif,2010-07-05,2310857070
"Lycorma delicatula (White, 1845)",30.107529,122.028808,gbif,2010-07-08,2366020650
"Lycorma delicatula (White, 1845)",36.201326,127.34188,gbif,2010-08-21,1227723599
"Lycorma delicatula (White, 1845)",32.072551,114.214928,gbif,2010-08-04,1990527507
"Lycorma delicatula (White, 1845)",37.39,127.5,gbif,2010-08-05,2307352129
"Lycorma delicatula (White, 1845)",35.4,126.44,gbif,2010-08-20,2309432804
"Lycorma delicatula (White, 1845)",36.44,127.15,gbif,2010-08-19,2310349985
"Lycorma delicatula (White, 1845)",37.16,126.59,gbif,2010-08-17,2310683253
"Lycorma delicatula (White, 1845)",36.39,128.31,gbif,2010-08-06,2310785546
